职位名称,工作地点,招聘状态,参考薪资,学历经验,公司名称,公司信息,联系人
java,杭州-西湖区,,15-30k·13薪,经验不限统招本科,某大型知名互联网企业,|互联网/电商|10000人以上|,伍先生
java开发,杭州,,20-40k·16薪,经验不限统招本科,某互联网巨头,|互联网/电商|其他|10000人以上|,熊女士
高级Java开发工程师,杭州,,25-50k·16薪,5-10年学历不限,阿里巴巴,|互联网/电商|已上市|10000人以上|,李女士
高级JAVA开发工程师,杭州,,25-50k·16薪,5-10年统招本科,阿里巴巴,|互联网/电商|已上市|10000人以上|,李女士
高级JAVA开发工程师,杭州,,25-50k·16薪,5-10年统招本科,阿里巴巴,|互联网/电商|已上市|10000人以上|,李女士
高级JAVA开发工程师,杭州,,25-50k·16薪,5-10年统招本科,阿里巴巴,|互联网/电商|已上市|10000人以上|,李女士
高级JAVA开发工程师,杭州,,25-50k·16薪,5-10年统招本科,阿里巴巴,|互联网/电商|已上市|10000人以上|,李女士
高级JAVA开发工程师,杭州,,25-50k·16薪,5-10年统招本科,阿里巴巴,|互联网/电商|已上市|10000人以上|,李女士
高级JAVA开发工程师,杭州,,25-50k·16薪,5-10年统招本科,阿里巴巴,|互联网/电商|已上市|10000人以上|,李女士
高级JAVA开发工程师,杭州,,25-50k·16薪,5-10年统招本科,阿里巴巴,|互联网/电商|已上市|10000人以上|,李女士
高级JAVA开发工程师,杭州,,25-50k·16薪,5-10年统招本科,阿里巴巴,|互联网/电商|已上市|10000人以上|,李女士
高级JAVA开发工程师,杭州,,25-50k·16薪,5-10年统招本科,阿里巴巴,|互联网/电商|已上市|10000人以上|,李女士
JAVA研发工程师-3D化场景平台,杭州-滨江区,,20-25k·13薪,3-5年统招本科,大型互联网公司,|新零售|已上市|10000人以上|,王先生
JAVA交易专家-saas,杭州-滨江区,,25-35k·13薪,3-5年统招本科,大型互联网公司,|新零售|已上市|10000人以上|,王先生
资深Java架构师,杭州,,40-60k·14薪,5-10年大专及以上,知名互联网公司,|企业服务软件|B轮|1000-2000人|,张先生
Java开发工程师,杭州-萧山区,,35-65k·13薪,5-10年统招本科,某知名茶饮科技公司,|快消品|5000-10000人|,施先生
java开发架构师,杭州-上城区,,35-50k,5-10年大专及以上,某互联网公司,|行业Saas|100-499人|,蒋女士
高级java开发工程师,杭州-拱墅区,,25-35k·16薪,5-10年统招本科,杭州某大数据科技公司,|大数据|A轮|50-99人|,王先生
java工程师,杭州,,25-50k·16薪,5-10年本科及以上,知名区块链公司,|互联网/电商|D轮及以上|1000-2000人|,牛先生
JAVA（杭州）,杭州,,40-70k·14薪,经验不限统招本科,某金融服务公司,|区块链|1000-2000人|,苏女士
java架构师,杭州-西湖区,,25-40k,5-10年统招本科,某TOP电商企业,|互联网/电商|融资未公开|5000-10000人|,赵女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
JAVA开发,杭州,,30-50k·14薪,3-5年统招本科,网络科技公司,|互联网/电商|C轮|500-999人|,赵先生
高级java开发工程师,杭州,,30-60k·15薪,5-10年统招本科,一线知名互联网公司,|互联网/电商|已上市|10000人以上|,张先生
java开发,杭州-滨江区,,13-25k·13薪,3-5年统招本科,杭州某科技公司,|计算机软件|融资未公开|10000人以上|,韦女士
Java Web网站开发运维工程师,杭州-滨江区,,10-15k·13薪,1-3年统招本科,某大型医疗集团,|医疗/保健/美容|500-999人|,王女士
