id,名称,总阅读数,总鲜花数,总催更票数,总打赏(单位万),总月票数,总分享次数,评分,好评人数,小说分类
1935,体坛：我是网王最强球员,6230500,242914,153,37000.0,4,0,10,17745人,同人小说
1936,仙武：开局龙吟铁布衫，虎啸金钟罩！,2382273,315369,81,14000.0,0,1,10,23649人,玄幻奇幻
1937,宿舍闹鬼，我现场作法被全校围观,3150460,274955,221,488000.0,0,3,10,19718人,都市言情
1938,军训当天：直接顶上战场,7715488,385018,152,12000.0,1,0,10,27483人,军事历史
1939,直播算命：姑娘你有大凶之兆,909142,5165,16,48640000.0,1,0,10,450人,都市言情
1940,盗墓：最后的观山太保,15060968,614105,137,682000.0,0,75,10,59454人,恐怖灵异
1941,僵尸：带九叔下副本，惊呆麒麟,271911,16192,2,7000000.0,22,0,10,2269人,科幻网游
1942,三霄遗言：我的爹爹，是神话大罗,168846,5379,0,2000000.0,7,0,10,242人,玄幻奇幻
1943,雄兵连之最强妖孽,29358435,122931,161,473000.0,3,402,10,16477人,同人小说
1944,我，隐瞒了全世界,14638854,2074555,2131,426000.0,0,47,10,248359人,青春校园
1945,西游：这猴子也太咸鱼了吧？,3020729,198404,37,1339000.0,0,0,10,7387人,武侠仙侠
1946,我的未婚妻是主播,22105882,557002,1569,190000.0,0,80,10,92458人,科幻网游
1947,洪荒：我的弟子全是圣人,1796480,62020,0,510000.0,5,0,10,1309人,玄幻奇幻
1948,为国科研百年的我，被节目组曝光了,2688486,18110,5,15760000.0,1,0,10,1879人,同人小说
1949,开局银行跪求我上门给金库开锁,2441007,138458,46,453000.0,0,1,10,8965人,都市言情
1950,全民海岛：我在巨龟背上建家园,6025076,573215,142,46000.0,0,1,10,41579人,军事历史
1951,综漫，那无限的邂逅,12453630,807355,133,131000.0,8,31,10,56512人,同人小说
1952,三千狐仙来报恩：恩情万倍奉还,196199,2776,0,12760000.0,3,0,10,669人,玄幻奇幻
1953,人在美漫：三王助我绝境重生,256135,23589,0,2000000.0,13,0,10,2193人,同人小说
1954,开局回收二手航母，批发f22,3045750,150182,113,84760000.0,0,0,10,10287人,都市言情
1955,签到十年，我加入了酒厂,4291368,362520,62,65000.0,3,0,10,27459人,同人小说
1956,娱乐：刚到蘑菇屋就被村民误认为杀人犯！,2560726,47033,3,75760000.0,0,0,10,3641人,都市言情
1957,三国领主：我的一切十倍暴击！,205312,103945,5,18640000.0,93,0,10,3751人,科幻网游
1958,反派：走剧情杀我回不去？不演了,294922,7241,6,41880000.0,8,0,10,1421人,玄幻奇幻
1959,原始部落：从赐名妲己开始,2182331,107715,26,2248000.0,6,0,10,6297人,轻小说
1960,金时空：让你代班，全成好学生了？,1294888,26425,10,7000000.0,0,0,10,4082人,同人小说
1961,生活系完美神豪,20567725,992413,769,3486000.0,2,36,10,83216人,都市言情
1962,绑定国运：开局选择地府，百鬼夜行！,3033518,417768,51,1265000.0,0,0,10,15883人,都市言情
1963,原神：十连保底，一念神魔,584583,24175,5,94640000.0,29,0,10,1467人,轻小说
1964,四合院∶搬空我家，还劝我大度？,217894,1203,1,2000000.0,2,0,10,102人,同人小说
1965,特工：从伪装者开始,9884234,330384,216,1170000.0,0,37,10,25520人,同人小说
1966,世纪辩论赛：开局救下跳楼情伤男,119515,1384,5,21000000.0,0,0,10,322人,都市言情
1967,国运：扮演空虚公子，队友冯宝宝,2013386,81521,37,981000.0,0,0,10,2686人,都市言情
1968,跟魔王领证后，魔王倒贴我工资,3717855,213365,53,813000.0,3,0,10,14439人,都市言情
1969,全民神探：开局犯罪侧写炸弹狂人,1419098,27373,1,13760000.0,0,0,10,3393人,都市言情
1970,直播：开局出售空难，我震惊全网,854601,67101,118,14000.0,1,0,10,6435人,都市言情
1971,三国：我刘辩，签到十三年诛董卓,144785,5708,0,100000.0,0,0,10,421人,军事历史
1972,娱乐：演员的快乐你想象不到,10468962,693560,131,1090000.0,0,0,10,58521人,都市言情
1973,从海洋环球悠闲直播,8830912,671788,155,694000.0,0,4,10,64830人,都市言情
1974,相声：开局怼哭德云少班主,5021103,166181,61,436000.0,0,2,10,8821人,都市言情
1975,铠甲：开局五行血脉！却成大反派,245407,21254,5,66000000.0,6,0,10,2124人,同人小说
1976,我都成军工大佬了告诉我开学？,9300234,125145,191,17000.0,0,1,10,9661人,都市言情
1977,王者：AG冠军时代,9944951,357169,308,527000.0,0,63,10,24111人,科幻网游
1978,大唐墨家巨子,24553446,227084,2115,144000.0,0,37,10,41498人,军事历史
1979,宇智波遗嘱：鼬，你其实有个哥哥,240379,1383,2,0.0,1,0,10,193人,同人小说
1980,港片枭雄从金钱帝国开始,6308850,412409,126,124000.0,0,0,10,38404人,同人小说
1981,自律！你见过凌晨四点的马林梵多吗？,8304829,1396060,1431,257000.0,3,9,10,72952人,同人小说
1982,从零开始的崩坏世界生活,5477282,143945,15,11000.0,7,3,10,10762人,同人小说
1983,大秦：我即长生不老药！,817036,13261,1,3000000.0,3,3,10,1287人,军事历史
1984,签到大雪龙骑，朕，今日登基！,362786,12803,0,12000000.0,0,0,10,1171人,军事历史
1985,史上最牛道士,4841152,190540,23,58880000.0,1,0,10,11665人,武侠仙侠
1986,被网红侮辱，我科研博士身份曝光了,3659277,275627,48,1788000.0,0,0,10,8064人,都市言情
1987,急诊科医生：我能听到器官声音,135394,8241,0,2000000.0,6,0,10,932人,同人小说
1988,大唐：我摊牌了，我是皇帝,19601531,1239147,682,1092000.0,1,94,10,82396人,军事历史
1989,人在昌盛街，开局康祈宗选择死因,2202145,356679,99,567000.0,11,0,10,22372人,都市言情
1990,双穿门：开局上交艾泽拉斯,385681,45080,43,61640000.0,23,0,10,4366人,都市言情
1991,捐款百亿，甜美校花冲我喊爸爸！,172150,2114,0,1000000.0,0,0,10,474人,都市言情
1992,海贼王之星海传奇,30337301,679833,793,442000.0,0,286,10,154203人,同人小说
1993,网球王子之超级天才,9983640,26948,0,18880000.0,0,2,10,3495人,同人小说
1994,武侠：开局推演出了修仙功法,8642828,49670,4,139000.0,1,12,10,4498人,武侠仙侠
1995,诸天视频，开局盘点十大装逼人物,2603089,100270,34,26000000.0,0,0,10,4401人,同人小说
1996,都市之破案狂少,30342748,480599,1213,1223000.0,0,408,10,38906人,恐怖灵异
1997,特种兵：刚要继承家产，何晨光被杀,3759900,108280,105,627000.0,0,0,10,4086人,军事历史
1998,一九三七――西北望射天狼,9860099,151893,48,24000.0,2,3,10,12997人,军事历史
1999,考古直播中，我镇压上古妖魔的事被曝光了,3621725,223741,69,1479000.0,0,5,10,10712人,都市言情
2000,综漫之次元迷失,30660501,457328,110,934000.0,6,41,10,76045人,同人小说
2001,无耻狗贼！你管这叫治愈番？,2861002,74541,21,59000.0,2,2,10,4307人,都市言情
2002,大唐：培养了罗网，暗桩遍布天下,3637779,91058,50,61640000.0,0,0,10,8912人,军事历史
2003,四合院：截胡秦淮茹，让贾氏绝户,949228,5370,0,3000000.0,0,0,10,1013人,同人小说
2004,开学报到，我开了一辆限量款超跑！,8401004,473521,230,1229000.0,3,0,10,28638人,都市言情
2005,顶上战争：黄猿划水选我，被我一拳放倒,4141311,138717,112,333000.0,1,0,10,13245人,同人小说
2006,十大经典战役：开局播放顶上战争,2424463,41565,17,165000.0,3,1,10,3917人,同人小说
2007,开局无上巨头，我滴血斩仙王,351687,4378,1,14000000.0,2,0,10,1243人,玄幻奇幻
2008,四合院：开局坑许大茂我当官,185086,367,0,0.0,0,0,10,36人,都市言情
2009,灵气复苏：献祭！亿万倍暴击！,6484253,342624,194,496000.0,1,0,10,25068人,玄幻奇幻
2010,解释不清楚了，我写的盗墓小说成真,4937755,562559,191,17000.0,0,0,10,16776人,都市言情
2011,四合院：我气哭了所有禽兽,410932,8502,0,50000.0,3,0,10,620人,同人小说
2012,八百里加急！快去禀告陛下！,7228675,360503,121,426000.0,0,1,10,21917人,军事历史
2013,影视，从拯救大兵瑞恩开始,417476,11792,8,7880000.0,0,0,10,979人,同人小说
2014,全民觉醒：开局双sss天赋,661405,6330,0,12000000.0,4,0,10,689人,玄幻奇幻
2015,四合院：我有一个无限合成栏,213052,7062,0,5880000.0,7,0,10,1701人,同人小说
2016,开局被呆小妹叫去医院签字,2310381,130077,7,1092000.0,0,0,10,9972人,都市言情
2017,地窟求生：我能看到提示,11492167,2670247,1654,368000.0,7,16,10,205582人,都市言情
2018,重生金融大亨：开局直播赚10亿,2469177,210418,11,909000.0,0,0,10,13675人,都市言情
2019,港片：开局卧底身份被曝光,6893897,335190,149,219000.0,0,0,10,26187人,同人小说
2020,木叶：开局曝光忍界阴险榜,2426063,78678,43,1091000.0,0,0,10,2509人,同人小说
2021,大唐：开局救李二，被长孙皇后认亲,4362059,432056,381,1346000.0,0,0,10,13528人,军事历史
2022,直播时上演鬼关灯，震惊全网！,107199,1414,0,0.0,3,0,10,28人,恐怖灵异
2023,体坛最强球员,28764409,664080,1243,145000.0,0,37,10,116365人,同人小说
2024,灵异复苏：我的八奇技自动升级,185146,2483,0,2000000.0,0,0,10,292人,恐怖灵异
2025,都市：开局硬扛弹一闪,6407368,807187,271,703000.0,2,0,10,51134人,同人小说
2026,都市：我，赛博盗圣！,2548181,252832,282,34000.0,0,0,10,17166人,都市言情
2027,我真不是好人,17933178,987552,435,208000.0,32,37,10,152258人,都市言情
2028,盗墓：开局云南虫谷融合金蚕蛊,4399283,253060,199,363000.0,0,0,10,17079人,同人小说
2029,女神还是假小子，先忽悠她拜把子,1698416,443759,102,770000.0,13,3,10,18310人,都市言情
2030,开局签到太阳星，窃取真阳位格！,1179246,15199,2,2000000.0,0,0,10,2086人,玄幻奇幻
2031,某综漫的次元旅者,947231,155515,20,19000.0,3,3,10,12134人,同人小说
2032,娱乐：人在向往，直播乡村生活,8600917,196435,68,1400000.0,0,0,10,9610人,同人小说
2033,三国：我有十万死士，开局屠了南匈奴,4038033,199463,81,1362000.0,0,0,10,7292人,军事历史
2034,洪荒：阅读圣王，提取神像镇狱劲,1974829,126746,6,402000.0,0,0,10,7217人,武侠仙侠
2035,高端洪荒：随手点杀穿越者祭天,1023486,6112,3,2000000.0,0,0,10,1824人,玄幻奇幻
2036,米花町的剑修生活,865954,28475,1,81760000.0,2,0,10,4731人,同人小说
2037,圣手从急诊科医生开始,17952512,236947,136,464000.0,0,9,10,21408人,同人小说
2038,洪荒：垂钓玉虚宫，获得星辰变,198378,9734,0,0.0,0,0,10,328人,武侠仙侠
2039,警察蜀黍，我被困爸爸机甲里了,6905297,249003,316,14000.0,0,3,10,15267人,都市言情
2040,召唤：我有千古群雄,9999633,354402,232,34000.0,0,5,10,32023人,玄幻奇幻
2041,四合院：从人是铁饭是钢开始,3739422,61147,13,378000.0,2,2,10,5366人,同人小说
2042,我！四合院小祖宗！怼人签到就变强！,3919870,45630,64,168000.0,0,0,10,3789人,同人小说
2043,四合院：开局送棒根进少管所！,1230032,2002,0,2000000.0,0,0,10,347人,同人小说
2044,校庆演出，弹梦中婚礼被校花表白,108468,4128,0,2000000.0,8,0,10,140人,都市言情
2045,国运：骨子里的种田天赋藏不住了,2505684,127219,148,499000.0,0,0,10,9396人,都市言情
2046,御兽：一路决胜成就天王,1361552,64178,23,11000.0,9,10,10,10767人,轻小说
2047,黑暗探索：只有我能看到提示！,2446276,371745,56,2032000.0,7,0,10,15057人,都市言情
2048,我在校门口摆摊，激活小当家系统,187511,5797,1,9880000.0,8,0,10,509人,都市言情
2049,祖龙遗言：其实我还有个主人,151521,3514,0,8880000.0,0,0,10,190人,玄幻奇幻
2050,武侠：拜师阴后、开局十龙之力！,706782,36310,13,20880000.0,0,0,10,3428人,武侠仙侠
2051,四合院：从成为傻柱开始,4588795,33089,28,662000.0,0,0,10,2927人,都市言情
2052,国运求生：扮演大将被金榜曝光了,2002347,70604,8,1095000.0,1,0,10,4094人,都市言情
2053,和周姐结婚后，我无双科学家曝光,1782900,51998,37,1577000.0,0,1,10,5594人,都市言情
2054,拔出圣约朗基努斯之枪的我决定低调做人,3888956,732796,192,20000.0,6,0,10,62048人,玄幻奇幻
2055,特种兵：开局秒掉范天雷,10674212,134994,158,76640000.0,0,4,10,10332人,军事历史
2056,四合院：我张三vs禽兽,1001580,5082,0,76880000.0,0,1,10,1568人,同人小说
2057,四皇抬棺送葬，罗宾女帝披麻戴孝,1763806,148497,84,330000.0,0,0,10,8119人,同人小说
2058,人在食戟：网恋女友是绘里奈,204370,4011,0,1000000.0,1,0,10,428人,同人小说
2059,洪荒：开局推演神话大罗修炼法,4661490,808079,101,235000.0,0,0,10,47921人,玄幻奇幻
2060,网游仙侠：开局偷了老君无上金丹,2168824,129120,16,83000.0,0,0,10,8794人,科幻网游
2061,洪荒：后土听我吐槽，提前化轮回,2995665,72254,35,317000.0,2,0,10,11310人,武侠仙侠
2062,都市:我的战舰能进化,8266197,322564,183,536000.0,0,1,10,22535人,科幻网游
2063,重生第一天，向校花学姐表白,2709394,121020,28,1093000.0,0,5,10,10247人,都市言情
2064,供女友读大学，分手后我爆红全网,681231,4886,1,7880000.0,3,0,10,1729人,都市言情
2065,洪荒：开局钓三清，我拜师太上,171912,5069,0,1000000.0,7,0,10,301人,武侠仙侠
2066,四合院：我姓阎，阎王爷的阎,188105,2813,0,0.0,0,0,10,664人,同人小说
2067,封神：迎娶三圣母，觉醒帝皇铠甲,1898446,78773,60,104000.0,0,0,10,3658人,武侠仙侠
2068,乡村：我是老谢家一把手,4207309,156918,54,11000.0,3,1,10,18059人,同人小说
2069,全民转生：一键追踪、一键满级,6961667,769090,244,185000.0,2,0,10,59438人,武侠仙侠
2070,三国，我袁熙，开局娶了甄宓,1905006,92470,3,111000.0,1,0,10,9430人,军事历史
2071,人在骑士：开局黑暗帝骑驱动器！,1315044,63117,14,180000.0,0,0,10,6181人,同人小说
2072,玄幻：从至尊骨到祭道之上,614955,18910,9,13760000.0,0,0,10,1319人,玄幻奇幻
2073,四合院：我傻柱，开局揭露偷鸡贼,3874974,125745,79,14000.0,0,0,10,4899人,都市言情
2074,娱乐：从当大幂幂经纪人开始,1397490,27525,0,140000.0,0,0,10,2340人,都市言情
2075,航海：开局被罗宾错认当爸爸,411776,4963,2,1000000.0,0,0,10,591人,同人小说
2076,神奇宝贝之最强人生赢家,24805244,422605,890,260000.0,0,118,10,24890人,同人小说
2077,镇派老祖遗嘱，其实我还有个师叔,117909,6219,1,0.0,4,0,10,357人,玄幻奇幻
2078,都市之从洪荒世界归来,26952982,223625,2218,476000.0,0,358,10,30663人,都市言情
2079,开局向大秦求亲，传承武林神话,3161895,181026,3,1252000.0,0,0,10,7265人,军事历史
2080,洪荒：我真的不想突破,14080563,783639,239,573000.0,0,136,10,45040人,玄幻奇幻
2081,NBA:开局奖励满级能力,12654929,436991,136,946000.0,0,66,10,35641人,都市言情
2082,全民玄幻：我的功法会自己修炼,3597472,220850,26,54760000.0,1,1,10,17540人,玄幻奇幻
2083,原神：异乡的旅行者,3909316,653179,258,136000.0,0,3,10,69054人,科幻网游
2084,三国：从买官并州牧开始,3028185,34532,2,132000.0,1,0,10,5354人,军事历史
2085,大唐：辅佐女帝的我，竟然是逆臣,3315712,226648,116,622000.0,1,5,10,18600人,军事历史
2086,海贼：开局扮演刺客！,16953171,814662,729,366000.0,0,231,10,72799人,科幻网游
2087,大秦：朕的长子是祖龙,15635437,215207,67,562000.0,0,13,10,25753人,军事历史
2088,妖魔复苏：我十冷河神，镇守华夏,204917,8998,0,32000000.0,4,0,10,677人,玄幻奇幻
2089,Moba：巅峰时代,22548259,1479685,1896,502000.0,0,27,10,181471人,科幻网游
2090,无限之创世主神,30084332,909778,507,225000.0,22,190,10,160739人,同人小说
2091,武侠之武道巅峰,11274565,1752,7,50640000.0,0,4,10,332人,武侠仙侠
2092,黑客:开局一次完美意外,4746085,71561,15,452000.0,1,3,10,4962人,都市言情
2093,国运求生：开局推演遮天法！,2558884,156713,55,136000.0,0,0,10,8577人,都市言情
2094,洪荒：开局草字剑诀，剑光动昆仑,194388,16408,0,11000000.0,7,0,10,334人,玄幻奇幻
2095,因为不想出手，全点了霸王色霸气,3792759,254955,485,21000.0,0,1,10,19302人,同人小说
2096,moba：余震阿姨怀孕，你跑啥,374434,13397,5,4000000.0,0,0,10,795人,都市言情
2097,5g时代，签到红帽黑客震惊全球,116957,2884,5,5880000.0,11,3,10,604人,科幻网游
2098,精灵训练家正常开挂,936665,16152,2,4000000.0,5,0,10,1330人,同人小说
2099,荒野美食：主播诈尸，周姐吓哭了,498668,25817,1,233000.0,7,0,10,1286人,都市言情
2100,大航海：开局幻兽种五色孔雀果实,885171,38595,13,10880000.0,0,0,10,4075人,同人小说
2101,武侠之独孤剑神,11374950,4154,2,1000000.0,0,7,10,1068人,武侠仙侠
2102,绑定国运：开局传承风后奇门,3105804,643949,114,1114000.0,0,1,10,31210人,都市言情
2103,四合院：开局鬼市捡漏,208818,2558,0,5880000.0,5,0,10,848人,同人小说
2104,穿书成反派，开局让女主倾家荡产,106324,2149,0,1000000.0,0,0,10,302人,都市言情
