id,名称,总阅读数,总鲜花数,总催更票数,总打赏(单位万),总月票数,总分享次数,评分,好评人数,小说分类
2330,我，破坏神候补，加入聊天群,947896,26944,10,7000000.0,0,0,10,4009人,同人小说
2331,重生：从街机游戏到商业帝国,9898907,776039,310,25000.0,0,5,10,59513人,都市言情
2332,美漫：我拥有量子之躯,1643833,40875,10,93000.0,0,0,10,4389人,同人小说
2333,全民法则时代：开局满级天赋,4251958,307295,71,612000.0,0,0,10,18688人,玄幻奇幻
2334,全民玄幻家族：唯一老祖宗，百倍奖励,3353035,204517,150,530000.0,3,0,10,17215人,玄幻奇幻
2335,参加节目的我，却发现了犯罪现场,2578418,67286,18,95000.0,2,1,10,5563人,都市言情
2336,娱乐：皇帝专业户,12745475,1724247,942,1567000.0,0,16,10,90505人,都市言情
2337,我在木叶开饭馆，开局召唤亡灵,2814539,87835,131,40000.0,0,3,10,3292人,同人小说
2338,留学归来：搞了架飞机开回家,7852119,127734,168,14000.0,0,0,10,9727人,都市言情
2339,星际领主：我的星际舰队亿点强,5127724,462452,761,731000.0,1,7,10,45810人,玄幻奇幻
2340,我！绝世剑仙，签到三百年,7507772,528190,516,385000.0,0,2,10,45978人,武侠仙侠
2342,摄影大神，在跑男突然火了,6071718,526083,135,1041000.0,0,2,10,30086人,都市言情
2343,开局八千铁浮屠，请始皇禅让！,2668072,58418,17,308000.0,0,0,10,2355人,军事历史
2344,四合院：我成为傻柱妹夫,3979876,152199,156,15000.0,0,0,10,8426人,同人小说
2345,西游：开局救下唐僧之母,12571213,339669,172,848000.0,0,259,10,33837人,武侠仙侠
2346,禁地之主：诸天帮我打工,453445,10980,2,1000000.0,4,0,10,1405人,同人小说
2347,大叔的一击综漫,30220508,264581,398,70000.0,4,58,10,36889人,同人小说
2348,我，天庭之主，加入聊天群,5268950,209432,106,11000.0,0,0,10,17936人,玄幻奇幻
2349,三霄偷看日记，截教全员神话大罗,996121,15671,1,21000000.0,0,0,10,3371人,玄幻奇幻
2350,NBA:开局强化版字母哥,6561596,364753,136,149000.0,0,0,10,38252人,科幻网游
2351,网游：我能进化一切,17282060,723267,1271,96000.0,0,51,10,79703人,科幻网游
2352,火影之神级鸣人,15958478,45994,39,215000.0,0,15,10,5025人,同人小说
2353,漫威：无限异能,13895922,312051,268,186000.0,0,9,10,36820人,同人小说
2354,美食：从路边摊开始的日常,5954568,589758,166,41000.0,0,1,10,33732人,都市言情
2355,最任性游戏网咖：被呆小妹曝光了,663288,64309,6,453000.0,9,0,10,2560人,都市言情
2356,武侠：开局八剑齐飞,6880433,223573,94,499000.0,0,0,10,17766人,武侠仙侠
2357,SCP：收容失效，全员暴乱！,3343143,120325,127,27000.0,0,0,10,10026人,恐怖灵异
2358,玄幻三国之最强帝王,30441117,573475,1513,962000.0,0,337,10,46984人,玄幻奇幻
2359,玄幻：我开局把主角和反派认错了,2607718,85625,76,125000.0,3,0,10,12067人,玄幻奇幻
2360,地下交通站：我是侦缉队队长贾贵,202567,20049,0,18640000.0,9,0,10,839人,军事历史
2361,西游：原来我是大圣人,9075655,572537,544,983000.0,0,0,10,39009人,玄幻奇幻
2362,四合院：敢惹我，坑死你信不信？,141760,360,0,1000000.0,1,0,10,114人,同人小说
2363,神鬼轮回：我能无限强化一切！,7212333,260041,85,210000.0,0,0,10,19233人,玄幻奇幻
2364,大医：从救人被老爸赶出医院开始,3816531,175542,29,238000.0,2,0,10,6232人,都市言情
2365,刚入截教，我听到诛仙剑在抱怨,2567885,22475,24,31880000.0,0,0,10,1716人,科幻网游
2366,重生之大收藏家,10455188,88960,47,116000.0,0,14,10,6059人,轻小说
2367,重生：我与天才女友的悠闲日常,4298212,456410,207,1286000.0,3,4,10,29055人,都市言情
2368,大明：爷爷，我真不想做皇帝啊！,10168161,257400,287,840000.0,0,77,10,14691人,军事历史
2369,大唐:开局变身杀神白起,11683062,285472,357,465000.0,0,4,10,15117人,军事历史
2372,不是吧阿sir，我被诈骗你不管？,2801209,73974,68,68000000.0,3,1,10,6920人,都市言情
2373,四合院：我许大茂的悠闲生活,690995,4362,1,1000000.0,0,0,10,969人,同人小说
2374,国运：疯了吧！你管这叫漫画家？,2353003,36071,7,213000.0,0,4,10,3803人,都市言情
2375,四合院：从售货员到世界大亨,4265565,149322,90,1091000.0,3,0,10,3003人,同人小说
2376,特种兵：融合李元霸，锤飞范天雷,1702699,2916,0,1000000.0,0,0,10,709人,军事历史
2377,国运：开局扮演不死龙帝,2304878,313014,6,116000.0,0,2,10,4927人,玄幻奇幻
2378,直播：连麦时光速下播，我被呆小妹寄刀片了,3619863,190368,38,15000.0,0,0,10,11643人,都市言情
2379,把校花宠上天，回报亿点多！,203748,9250,1,6880000.0,9,0,10,1963人,都市言情
2380,封神大劫，阵前连斩十二金仙,907227,14489,2,23000000.0,0,0,10,1386人,玄幻奇幻
2381,国运：别人都在求生，你在养龙？,1662377,17149,2,94000.0,0,0,10,3128人,玄幻奇幻
2382,绑定国运：从扮演冷麒麟开始,3798761,244054,227,311000.0,0,3,10,18550人,都市言情
2383,塞罕坝：从种树开始崛起,3310420,248055,241,126000.0,0,0,10,13512人,都市言情
2384,玄幻：开局抢了主角机缘,1439252,27776,6,25880000.0,0,0,10,4680人,玄幻奇幻
2385,港片：从雇佣天养生开始,1925437,71416,30,150000.0,0,0,10,5520人,同人小说
2386,我是白无常,10520579,820969,397,157000.0,4,23,10,59549人,恐怖灵异
2387,港片：女友乐慧贞，奖励子弹拐弯,560821,19763,0,140000.0,3,0,10,2532人,同人小说
2388,给曹操爱妻算命，你有大凶之兆,754414,45041,4,57640000.0,2,0,10,5091人,军事历史
2389,御兽：开局捡到一颗圣龙蛋,3223992,129738,22,1221000.0,1,1,10,15005人,玄幻奇幻
2390,都市：反派富二代的逆袭之路,577203,3285,4,21000000.0,0,0,10,939人,都市言情
2391,都市：从安家开始抽奖,7683962,90861,29,27000.0,0,36,10,6336人,都市言情
2392,娱乐：从药神开始的娱乐巨星,10997096,443558,34,177000.0,0,9,10,17359人,都市言情
2393,三国：从游戏小兵到无敌战神,6380916,309588,75,18000.0,0,2,10,20648人,军事历史
2394,极境系统，开局十万八千肉身力！,137493,1390,0,0.0,2,0,10,210人,玄幻奇幻
2395,假面：我只是个平平无奇的召唤师,188750,2543,0,1000000.0,1,0,10,515人,同人小说
2396,开局留下遗嘱，我选择量子飞升,111834,13852,0,172000.0,4,0,10,326人,都市言情
2397,众神世界：我创造了东方神话时代,4713341,104766,33,210000.0,0,0,10,6923人,玄幻奇幻
2398,震惊祖龙，我剑神的身份要曝光了,1517426,9142,0,1000000.0,0,0,10,849人,玄幻奇幻
2399,盗墓：长生五千年，张大佛爷跪请老祖宗出山,3495257,13532,7,72000.0,1,0,10,1669人,同人小说
2400,反派：听到我心声，女主人设崩了,126066,3366,0,10880000.0,12,0,10,421人,都市言情
2401,大唐：开局抓了李二和房玄龄,10483342,271506,358,22000.0,0,0,10,18577人,军事历史
2402,末世：我能把女神变成武器,457409,15870,2,2000000.0,2,0,10,1239人,轻小说
2403,梦幻西游：超级妙手空空,6002091,354282,116,69640000.0,0,0,10,14877人,科幻网游
2404,黑科技，开局晨会演讲震惊全校,633339,14258,2,27760000.0,0,1,10,1789人,科幻网游
2405,娱乐：从向往开始的全能巨星,6991189,236713,78,15000.0,0,6,10,4611人,都市言情
2406,精灵：播放特别篇，渡竟然是反派,1794273,89177,30,81760000.0,0,0,10,12992人,同人小说
2407,人在金时空：我是战神ko2！,1303866,70061,57,80400000.0,0,0,10,6456人,同人小说
2408,言出法随！龙国选手太装逼了,146040,2704,0,5880000.0,9,0,10,815人,都市言情
2409,超神刘星,13083828,400376,206,177000.0,1,18,10,34018人,同人小说
2410,大明：宠信奸臣的我成了千古明君,255032,6226,4,2000000.0,0,0,10,539人,军事历史
2411,小舅子结婚，凭什么让我出钱,492015,12487,0,2000000.0,0,0,10,1274人,都市言情
2412,洪荒：开局成为世界树,10702791,235321,180,430000.0,0,54,10,15388人,玄幻奇幻
2413,梦幻西游从千亿开始,12345377,226385,291,246000.0,0,1,10,13174人,科幻网游
2414,特种兵:绝地枪王,7287405,68789,26,81640000.0,0,0,10,5042人,军事历史
2415,十二道金牌？爷不伺候了！,2064220,16615,1,6880000.0,0,0,10,2345人,武侠仙侠
2416,我，迪迦本尊，开局加入聊天群,3244602,89900,94,123000.0,0,0,10,8002人,同人小说
2417,开局被告知日期，我疯狂作死,7406476,427582,389,563000.0,1,4,10,24381人,都市言情
2418,Moba：这样的IG，我不能接受！,2490678,183585,71,1671000.0,3,0,10,10455人,科幻网游
2419,都市：从参加真人秀开始,10284063,64839,107,123000.0,0,14,10,4607人,轻小说
2420,国运加身：开局扮演起舞之神！,1852273,15877,12,17760000.0,0,1,10,1923人,玄幻奇幻
2421,洪荒：后土听到我吐槽，杀疯了,3495154,74594,21,321000.0,1,0,10,9025人,玄幻奇幻
2422,特种兵：开局怒踹唐心怡,3063399,24112,53,65280000.0,0,1,10,5589人,军事历史
2423,篮球：从灌篮高手开始,7595038,181585,5,664000.0,1,20,10,11566人,同人小说
2424,nba：我真没想当问题球员,2861328,70192,5,335000.0,0,0,10,3011人,科幻网游
2425,全球灾变：我在避难所升级很稳,6461133,380126,251,142000.0,3,0,10,27185人,都市言情
2426,国运：我成了光辉的指挥官？,996273,66826,9,84000000.0,2,0,10,8927人,都市言情
2427,我宇智波少族长，忍术威力百倍,2670812,30244,9,15880000.0,0,0,10,3198人,同人小说
2428,大明：对，咋了，我大哥叫朱元璋,1482231,129688,46,53000.0,1,0,10,10056人,军事历史
2429,医生：开局将相亲对象送上手术台,4022395,45641,14,230000.0,3,0,10,3396人,都市言情
2430,雄兵连之我老婆是天使,27935683,178409,7069,1178000.0,0,63,10,19397人,同人小说
2431,四合院：坐拥亿万的惬意人生,1733695,13136,3,2000000.0,1,0,10,2206人,都市言情
2432,从今天开始做皇帝,26960166,627373,1163,1608000.0,0,238,10,97088人,军事历史
2433,直播探秘：开局传承搬山术，麒麟纹,4753637,119140,94,155000.0,0,0,10,8059人,都市言情
2434,雄兵连之觉醒系统,28532086,107916,166,1401000.0,0,46,10,10837人,同人小说
2435,四合院：我的厂长父亲,4036030,66863,23,17000.0,0,0,10,5119人,同人小说
2436,娱乐：硬核音乐生涯,689754,60150,1,48000.0,9,0,10,5745人,都市言情
2437,综武：签到十年，我无敌了！,3391966,30182,1,7880000.0,0,0,10,2124人,武侠仙侠
2438,忍界旁白：全忍者跪求我安静,2558841,123209,121,72760000.0,1,0,10,15196人,同人小说
2439,我是个天才,10977975,223899,422,98000.0,0,23,10,37949人,都市言情
2440,木叶：这个鸣人太争气了,1961661,86642,44,320000.0,6,0,10,6195人,同人小说
2441,大秦皇榜曝光，皇子的我苟不住了,4674263,403826,187,27000.0,0,1,10,22309人,军事历史
2442,娱乐：跟我杨老板你不乐意了,735034,5161,0,20880000.0,0,0,10,1231人,都市言情
2443,反派：人在假面开局征服阿基蕾拉,220715,1742,0,3000000.0,5,0,10,620人,同人小说
2444,NBA：我在尼克斯当老板,4490549,291186,51,280000.0,0,0,10,25250人,科幻网游
2445,我，全球带货一哥,11239812,393576,214,1559000.0,3,11,10,23458人,都市言情
2446,我，科普主播，在线解刨各路怪异！,5181236,295419,187,127000.0,0,2,10,21728人,恐怖灵异
2447,特种兵：开局捡到安然,12804502,145715,19,560000.0,0,3,10,5183人,军事历史
2448,国运：扮演日向宁次，队员白月魁,1916922,37272,2,1000000.0,0,0,10,2249人,都市言情
2449,隋唐：开局圣旨赐死，从幽州开始争霸天下,3214539,23305,6,22000000.0,0,0,10,3147人,军事历史
2450,你好1757，我来自未来！,3944763,340001,226,650000.0,0,0,10,33558人,军事历史
2451,我在大唐有块田,28469755,101903,625,147000.0,0,104,10,12448人,军事历史
2452,娱乐：谭花向往的睿,190628,22954,56,38760000.0,19,0,10,1975人,都市言情
2453,开局截胡懵智，狗哥，对不住了,1354761,70607,11,15880000.0,11,0,10,6117人,同人小说
2454,贯穿历史长河的我，被剪辑曝光了,2020134,95758,25,1021000.0,1,1,10,7201人,玄幻奇幻
2455,木叶：团扇拯救计划,2626282,62681,13,36880000.0,2,0,10,1126人,同人小说
2456,表弟婚礼现场，我把新娘抓了,4302632,54165,66,10000.0,0,7,10,4898人,都市言情
2457,大秦：开局阉了易小川！,3531123,17547,2,2000000.0,0,0,10,2978人,军事历史
2458,神豪：开局后悔绑定体贴女友,385704,16350,18,110000.0,1,0,10,1340人,都市言情
2459,视频通洪荒：剪辑洪荒十大阴谋论,1633057,33370,5,6880000.0,4,0,10,1300人,玄幻奇幻
2460,灵气复苏：我能无限快进,2402893,220605,44,1311000.0,0,2,10,7374人,都市言情
2461,大秦：赐死皇孙，我传国玉玺护体,101676,43504,0,220000.0,29,0,10,1179人,军事历史
2462,一击男：万恶我为首,211655,12065,1,123000.0,20,0,10,2413人,同人小说
2463,我，暴走幽灵，危机处理专家,5440659,674228,311,629000.0,0,0,10,36046人,都市言情
2464,都市：从乡村直播到全国崛起,10414183,1561123,837,791000.0,0,2,10,54774人,都市言情
2465,我！镇国将军，开局天牢签到十年,1851073,20480,0,170000.0,3,1,10,999人,军事历史
2466,四合院：我！傻柱！完美神豪奶爸,1372617,5089,1,330000.0,0,0,10,814人,都市言情
2467,妖魔复苏：开局传承老天师修为！,10469302,291402,99,413000.0,0,2,10,31261人,恐怖灵异
2468,娱乐：我影帝的身份被曝光了,6353836,162790,86,45640000.0,0,0,10,16048人,都市言情
2469,大唐之神级熊孩子,26811631,273488,513,673000.0,0,171,10,33501人,军事历史
2470,梦魇之主的虚拟游戏,14805787,425290,62,27000.0,11,11,10,36456人,科幻网游
2471,综漫：从热血东万开始,1435028,144227,123,29000.0,10,0,10,11980人,同人小说
2472,特种兵：我战神！开局怒争卫星,3098501,36224,7,12760000.0,1,0,10,2398人,军事历史
2473,我的老婆是赤练仙子,29150690,156205,247,460000.0,0,109,10,16025人,同人小说
2474,重生：开局一封军校通知书到家,1298825,151702,12,314000.0,0,0,10,5964人,军事历史
2475,我，地球意志，加入聊天群,154129,6741,5,11000000.0,5,0,10,1025人,都市言情
2476,异人世界摸金尉,383405,8759,1,4000000.0,3,0,10,1899人,同人小说
2477,都市：开局觉醒双S异能,5975343,342290,399,65000.0,0,5,10,26940人,都市言情
2478,亿万血牛，开局满级治愈术,509771,7336,0,1000000.0,3,0,10,1388人,玄幻奇幻
2479,夏目的青春物语,7000237,236896,66,55000.0,15,1,10,24576人,同人小说
2480,相声崛起！我，德云开山大弟子！,2440113,74430,33,13000.0,5,0,10,6085人,都市言情
2481,奶爸系统让我稳坐世界富豪榜首,3415912,64766,51,17000.0,0,0,10,7432人,都市言情
2482,四合院：棒梗，你这鸡包熟不？,488006,5779,0,2000000.0,0,0,10,887人,同人小说
2483,人在西都：开局让孙悟空成打工人,873955,13159,1,9880000.0,0,0,10,2493人,同人小说
2484,游戏设计师：从虐哭玩家开始,3281846,71018,94,76000.0,0,0,10,6709人,都市言情
2485,文抄盗墓小说成真，我被国家请出山,3719880,166486,47,20000.0,0,0,10,13050人,恐怖灵异
2486,都市：我能制造矿产！,5171537,270135,199,216000.0,3,5,10,22013人,都市言情
2487,红楼：我贾琮带系统,768628,15287,12,83400000.0,4,0,10,4064人,军事历史
2488,四合院：开局打断棒梗的手,3597050,29028,2,4000000.0,0,0,10,1669人,都市言情
2489,人在四合院，开局拉棒梗游街,693801,2682,0,1000000.0,0,0,10,592人,同人小说
2491,我，日向家幻术天神，开局加入晓,1591043,62442,7,301000.0,0,2,10,4136人,同人小说
2492,网游：我变成了SSS级天赋的盾战,5148029,99364,15,740000.0,0,0,10,5871人,科幻网游
2493,我的武功无极限，居然能强化,2699646,46657,41,28880000.0,0,0,10,3382人,武侠仙侠
2494,钓鱼界疯了：每杆必中了还新人？,221627,4423,1,220000.0,3,0,10,341人,都市言情
2495,娱乐：隐退十年，从向往选择回归！,3272372,28129,31,67000.0,0,12,10,3536人,都市言情
2496,四合院：我许大茂，开局就训傻柱,1181112,25221,18,22760000.0,3,0,10,4223人,同人小说
2497,综漫，聊天群竟全是我自己,549017,9169,0,35880000.0,9,0,10,2215人,同人小说
2498,美漫都是我分身,1583396,20126,9,30880000.0,1,0,10,4198人,同人小说
2499,大内签到十年，化身大罗玄帝！,644777,18181,1,11760000.0,1,0,10,1531人,玄幻奇幻
2500,黑科技：开局加入花为天才少年,1146213,27977,3,21000.0,0,10,10,1880人,都市言情
2501,反派老祖：我的族人都是天命反派,1409595,188504,37,1433000.0,3,0,10,8633人,玄幻奇幻
2502,彩礼翻倍，我抓了岳父岳母小舅子,1268944,20795,3,5880000.0,1,0,10,2035人,都市言情
2503,导演：从演员就位莽起！,6163211,222531,68,84000.0,4,0,10,22800人,都市言情
2504,全球问答：开局就你想起舞？,630518,4758,27,1000000.0,0,0,10,880人,都市言情
2505,武侠之万界,20898049,220789,722,391000.0,0,481,10,29198人,武侠仙侠
2506,天和街：我成了赤木的牌搭子,1174313,346255,77,120000.0,2,0,10,16626人,同人小说
2507,签到吧！截教小巫！,3756705,221132,3,1091000.0,0,0,10,1885人,武侠仙侠
2508,全民魔塔：我是唯一氪金玩家,242944,9692,0,62920000.0,3,0,10,1029人,玄幻奇幻
2509,娱乐：我，放暑假时，被抓去演秦始皇！,4498647,93393,45,37000000.0,0,13,10,6714人,都市言情
2510,三国：开局继承了梁山,10588065,84860,44,132000.0,0,27,10,11459人,军事历史
2511,哈利波特世界的大佬,19282093,184421,59,65000.0,2,5,10,11569人,同人小说
2512,特种兵：你傻阿，我们是炊事班,6459959,125965,42,12000.0,0,0,10,4121人,军事历史
2513,国术，开局抽到火云邪神！,9172853,272717,62,1338000.0,5,17,10,23409人,都市言情
2514,洪荒：开局成为天道,11276333,688471,799,595000.0,0,9,10,52426人,玄幻奇幻
2515,武装色霸气大成，系统才觉醒！,4353511,246774,102,411000.0,0,6,10,18256人,同人小说
2516,大秦：我姓嬴，始皇先祖,6427853,279803,89,938000.0,0,3,10,15750人,玄幻奇幻
2517,离谱！我发明了电影中的黑科技！,2146277,94603,16,24000.0,0,0,10,6863人,科幻网游
2518,洪荒：开局就被女娲追杀,11832695,104725,94,1251000.0,0,7,10,11349人,玄幻奇幻
2519,异世重生：开局盘点十大图腾兽,429517,4140,4,1000000.0,4,0,10,304人,玄幻奇幻
2522,洪荒人皇：以遮天法废除金丹大道,3477527,269155,104,66520000.0,0,1,10,13768人,玄幻奇幻
2523,洪荒：万倍增幅，我的大师兄太过妖孽了！,3574109,28343,17,1091000.0,2,0,10,2659人,玄幻奇幻
2524,全球数据化：百倍增幅，横推一切,959088,168253,32,631000.0,0,0,10,8517人,都市言情
2525,国运绑定，开局提示选萌王史莱姆,3077286,272632,76,1104000.0,5,0,10,24452人,玄幻奇幻
2526,海贼王之暗皇,19234176,206842,435,49000.0,0,34,10,38476人,同人小说
2527,武侠：开局拍卖修仙功法,103807,6457,0,13000000.0,13,0,10,1111人,武侠仙侠
2528,火影之最强帝具使,29606628,129061,200,104000.0,0,462,10,18307人,同人小说
2529,西游之最强主角,18045510,3909,17,35760000.0,0,10,10,1159人,同人小说
2530,轮回世界：我能复制一切,7772180,359232,160,12000.0,1,2,10,44344人,同人小说
2531,娱乐：导演，人家也想红,7361793,65885,17,124000.0,0,0,10,4067人,都市言情
2532,都市：神豪国际投资银行！,5294112,465019,339,529000.0,0,0,10,32489人,都市言情
2533,上交震震果实后，我进化出了盘古,214258,3043,15,11000.0,2,4,10,482人,同人小说
2534,末日：开局选择毒岛�曜�,6384392,338935,46,721000.0,3,0,10,35591人,恐怖灵异
2535,从漫威归来的科学家,27008669,419458,309,2304000.0,0,52,10,26543人,都市言情
2536,妖妖灵？我找不到爸爸的任意门了,1766620,245183,162,1758000.0,0,0,10,9923人,都市言情
2537,人是铁饭是钢：开局成为厨师,3096075,172572,72,195000.0,3,0,10,11846人,同人小说
2538,从相声开始的喜剧之王,22934358,752443,1256,138000.0,0,25,10,21541人,都市言情
2539,盗墓：我的老婆是尹南风,8913017,62127,27,59640000.0,0,9,10,5574人,恐怖灵异
2540,带着系统加入聊天群,4712151,160855,29,140000.0,0,1,10,11448人,同人小说
2541,禁地探秘：开局扮演明非，组队小哥小怪兽,2966542,125487,42,24000.0,0,0,10,7157人,都市言情
2542,国运：开局召唤巨龙托尔,151088,4524,0,2000000.0,12,0,10,873人,玄幻奇幻
2543,网游：我的宠物能进化,14918992,940841,570,864000.0,0,100,10,62764人,科幻网游
2544,三国第一猛将,18662898,187408,209,87000.0,3,17,10,39031人,军事历史
2545,重生：开局90天赚十亿,8200806,197191,97,16000.0,0,8,10,24846人,都市言情
2546,同窗：完美男神,2799761,90293,37,10000.0,1,0,10,8999人,同人小说
2547,四合院：滚边去，别扰我温馨日常,109145,895,0,0.0,4,0,10,146人,同人小说
2548,此刻，距离融合崩玉还剩72小时！,9507145,944181,266,520000.0,0,2,10,80849人,同人小说
2549,历史直播：开局给祖龙看胡亥篡位,2683198,18074,3,1440000.0,0,0,10,1979人,军事历史
2551,大唐：反娶小舅子女神长孙皇后,1600744,147492,44,1013000.0,1,0,10,4141人,军事历史
2552,娱乐：穿成财阀二代，我多财多亿,1172870,139486,87,157000.0,5,0,10,16054人,都市言情
2553,洪荒：吾乃阎罗大帝,7008654,135529,122,45000.0,0,47,10,28827人,武侠仙侠
2554,玄幻：开局抽到至尊骨,10839184,327213,379,1647000.0,0,9,10,29287人,玄幻奇幻
2555,无双皇子：镇守皇城十八年,1614647,9744,3,9880000.0,0,0,10,899人,玄幻奇幻
2556,免费游戏，上线就送女帝老婆！,794544,86515,32,35000.0,4,0,10,9296人,都市言情
2557,精灵：开局准神班吉拉,2443853,142913,27,679000.0,0,0,10,8590人,同人小说
2558,九叔：先天圣体道胎做弟子,7636346,327672,22,946000.0,0,0,10,16963人,同人小说
2559,特种兵：从抓捕大毒枭糯卡开始,4514084,24012,13,24640000.0,0,0,10,2374人,军事历史
2560,双穿门：我在异界当领主,495845,22149,1,63000.0,2,0,10,2204人,玄幻奇幻
2561,人在圣刃：在下，伽古拉,146534,6049,1,21760000.0,0,0,10,180人,同人小说
2562,岳飞遗嘱：其实我还有一个哥哥！,163892,7714,0,0.0,0,0,10,94人,军事历史
2563,大亨崛起从港片开始,4454347,157127,18,65000.0,0,0,10,22692人,同人小说
2564,特种兵之神奇道观,24118907,180189,1794,597000.0,0,32,10,31895人,青春校园
2565,祖龙遗旨：传令天下，解封山海经,248163,63718,4,2000000.0,4,0,10,1817人,都市言情
2566,特种兵之超级系统,23131138,66361,98,77000.0,1,49,10,5519人,同人小说
2567,黑子的篮球之巅峰,15186421,3860,2374,420000.0,0,1,10,931人,同人小说
2568,大明：朕乃太祖，重八给我打辅助,1158195,77405,6,665000.0,0,0,10,2431人,军事历史
2569,酒厂？什么都不是！,2154013,82823,8,13000.0,6,0,10,14511人,同人小说
2570,我，仙王，加入聊天群,12761626,399461,266,56000.0,2,71,10,46310人,同人小说
2571,向往的生活之全能男神,30066070,312761,2065,2701000.0,0,74,10,26864人,都市言情
2572,反派：吊打主角，女主们人设崩了,101975,992,0,0.0,3,0,10,286人,都市言情
2573,汉语节目：开局逼疯百万老外,2284239,273759,59,15000.0,0,1,10,12428人,都市言情
2574,崩溃！圣女们重生来找我复仇了！,2274404,76748,25,313000.0,3,0,10,7043人,玄幻奇幻
2575,大唐：熊孩子，滴血认主传国玉玺,1723362,51543,5,511000.0,4,1,10,1686人,军事历史
2576,为了治病，我每天制造出一个怪物,232402,19667,5,172000.0,3,0,10,748人,都市言情
2577,特种兵：绝命军医，开局徒手替安然取子弹,3303888,78856,54,304000.0,0,0,10,3399人,军事历史
2578,四合院：偷我文件，判处棒梗死刑,964299,100615,6,211000.0,0,0,10,4909人,同人小说
2579,三国：开局反了大耳贼,6400783,79165,28,16000.0,0,0,10,9374人,军事历史
2582,僵尸：开局九转玄功,6739189,169391,95,14000.0,1,0,10,12383人,同人小说
2583,我，长相太凶，开局吓坏买命鬼！,283521,2011,1,0.0,4,1,10,777人,恐怖灵异
2584,铁血霸主李云龙,26560999,286791,94,863000.0,0,40,10,13545人,军事历史
2585,重生：从酒贩子开始逆袭,12193814,321040,73,34000.0,1,55,10,30591人,都市言情
2586,开局继承了航空公司,10387388,277348,200,1066000.0,0,45,10,14641人,都市言情
2587,美食：从中专食堂掌勺开始,191290,2378,20,1000000.0,9,0,10,392人,都市言情
2588,我！最强班导，开局扮演老天师,3298667,71352,42,79000.0,3,0,10,9363人,同人小说
2589,开局一家废品站，捡到卫星改机甲,1052021,15580,6,170000.0,0,0,10,1250人,都市言情
2590,我，海军元帅，上班摸鱼,8533949,141767,78,136000.0,0,0,10,12645人,同人小说
2591,僵尸世界：贫僧法海,9150009,219206,79,209000.0,0,35,10,19450人,武侠仙侠
2592,四合院：许仙后人传,197901,4763,1,6880000.0,0,0,10,830人,恐怖灵异
2593,大秦：开局签到满级剑术天赋,5427408,137829,64,253000.0,0,0,10,13354人,军事历史
2594,大唐：上错花轿，截胡长乐公主,6917067,94476,170,1227000.0,0,0,10,7232人,军事历史
2595,nba：开局黑八终结乔丹三连冠,696999,11097,2,1000000.0,6,0,10,3811人,科幻网游
2596,四合院：上门开锁，你说我偷鸡？,258418,1511,0,6880000.0,1,0,10,208人,同人小说
2597,师父，弟子出关了！,13077844,390052,127,394000.0,0,40,10,36527人,武侠仙侠
2598,武道大会在即，我疯狂提升等级,176698,36265,2,67000000.0,26,0,10,1820人,同人小说
2599,密室逃脱，我的npc全是真鬼,913628,19862,13,62000000.0,5,0,10,1854人,恐怖灵异
2600,直播指点：开局让呆小妹选光头,714317,8861,5,11000000.0,0,0,10,1048人,都市言情
2601,无限穿越：享受人生,3533452,58464,1,10000.0,5,7,10,8933人,轻小说
2602,精灵：开局奖励捷拉奥拉,1301227,25380,2,30000000.0,0,0,10,2094人,同人小说
2603,特种兵：开局被招安,13532482,123955,151,14000.0,0,15,10,12626人,军事历史
2604,娱乐：从外卖小哥到巨星,13853426,412220,117,172000.0,3,8,10,31798人,都市言情
2605,综漫开局成为弑神者,2589590,22431,2,35000000.0,0,0,10,4160人,同人小说
2606,综漫：开局融合小当家，特级神厨,97618,18152,0,2000000.0,47,0,10,1489人,都市言情
2607,开局神机百炼：给白胡子全团武装,814568,21150,2,29880000.0,0,0,10,1808人,同人小说
2608,夜之城：我的赛博女子军团,111790,18599,1,2000000.0,12,0,10,483人,科幻网游
2609,人在西都：开局获得白银超人模板,179467,4902,0,10000000.0,1,0,10,582人,同人小说
2610,盗墓：开局融合怒晴鸡,7009296,259077,84,309000.0,0,0,10,11953人,同人小说
2611,洪荒：人皇遗嘱，孤还有个儿子,103832,9836,0,0.0,4,0,10,204人,玄幻奇幻
2612,我！大秦五公子，开局卡普模板,1755509,18116,1,12000.0,0,0,10,2403人,军事历史
2614,我！五岁激活了系统,18103980,85701,573,94000.0,0,34,10,14695人,都市言情
2615,moba：精通管理学的我无敌,1647333,60408,7,420000.0,0,0,10,5475人,科幻网游
2616,始皇陵中，我的神仙日记被曝光了,3524178,137307,75,314000.0,0,0,10,7351人,都市言情
2617,武侠：七侠镇的张瞎子,3426129,169767,61,129000.0,0,0,10,12092人,同人小说
2618,恐怖复苏：我，华夏守护神！,8296297,564968,295,799000.0,1,14,10,32978人,都市言情
2619,三国：开局娶了貂蝉,14169324,671856,544,202000.0,0,51,10,69281人,军事历史
2620,美漫永生:我贝加庞克研究灭霸,969130,34088,34,54000.0,1,0,10,4945人,同人小说
2621,大唐女帝：你认出我了吗？,12512888,744803,554,339000.0,1,8,10,70174人,军事历史
2622,天机：我在玄幻世界打造榜单！,5614286,772100,733,97000.0,0,5,10,73807人,玄幻奇幻
