职位名称,公司名称,工作地点,参考月薪,学历,发布时间
JAVA开发工程师（2022校园招聘）-厦门,中电福富信息科技有限公司,厦门市思明区,6000-10000,本科,2021-10-21 16:13
JAVA开发工程师（2022校园招聘）-福州,中电福富信息科技有限公司,福州市,6000-10000,本科,2021-10-21 16:13
高级JAVA开发工程师-福州,中电福富信息科技有限公司,福州市,10000-18000,本科,2021-10-21 16:13
Java开发工程师（初级）,厦门驿缘集团有限公司,厦门市,5000-8000,本科,2021-10-21 14:16
Java开发工程师（中级）,厦门驿缘集团有限公司,厦门市,8000-15000,本科,2021-10-21 14:16
Java 软件工程师,厦门驿缘集团有限公司,厦门市、厦门市思明区,5000-8000,本科,2021-10-21 14:16
高级Java开发工程师,厦门驿缘集团有限公司,厦门市思明区,15000-20000,本科,2021-10-21 14:16
高级Java开发工程师,厦门雅迅网络股份有限公司,厦门市思明区,,本科,2021-10-21 14:00
Java工程师,厦门一课信息技术服务有限公司,厦门市思明区,10000-20000,本科,2021-10-21 10:57
Java后台开发工程师,厦门市飞鸥科技股份有限公司,福建省、厦门市、厦门市湖里区,5000-10000,无,2021-10-19 11:56
JAVA开发工程师,厦门久银信息技术有限公司,厦门市思明区,12000-24000,本科,2021-10-19 10:26
初级java工程师,厦门四方德信科技有限公司,厦门市、福建省、厦门市思明区、厦门市湖里区,5000-10000,大专,2021-10-19 09:18
java开发工程师,厦门四方德信科技有限公司,厦门市、厦门市思明区、厦门市湖里区,8000-12000,大专,2021-10-19 09:17
Java开发工程师,厦门市奇获网络科技有限公司,厦门市思明区、厦门市、福建省,6000-10000,大专,2021-10-19 09:07
高级\中级java工程师,厦门市科宇好康保科技有限公司,厦门市、厦门市思明区,,,2021-10-19 08:34
中级\初级java工程师,厦门市科宇好康保科技有限公司,厦门市、厦门市思明区,,,2021-10-19 08:34
java高级程序员,厦门福龙诚信息科技有限公司,厦门市集美区,9000-18000,无,2021-10-18 18:09
Java SE应用开发工程师,福建利利普光电科技有限公司,厦门市湖里区,8000-15000,本科,2021-10-18 16:22
JAVA研发工程师,厦门服云信息科技有限公司,厦门市思明区,6000-10000,本科,2021-10-18 15:36
JAVA工程师,厦门众易云算网络科技有限公司,福建省、厦门市、厦门市思明区,10000-15000,大专,2021-10-18 15:18
高级JAVA工程师,厦门众易云算网络科技有限公司,福建省、厦门市、厦门市思明区,25000-40000,,2021-10-18 15:18
java软件工程师,上海诺祺科技有限公司,厦门市思明区,8000-10000,大专,2021-10-18 14:36
高级java软件工程师,上海诺祺科技有限公司,厦门市思明区,14000-20000,大专,2021-10-18 14:36
java工程师,厦门市法度信息科技有限公司,厦门市集美区,8000-15000,大专,2021-10-18 11:30
中级java软件工程师,厦门市七星通联科技有限公司,厦门市,9000-15000,大专,2021-10-18 10:56
JAVA 研发工程师,厦门企惠网络科技有限公司,厦门市集美区,10000-20000,大专,2021-10-18 10:38
JAVA软件工程师（福州）,厦门纵横集团股份有限公司,福州市,5000-8000,本科,2021-10-18 10:37
JAVA软件工程师,厦门纵横集团股份有限公司,厦门市,5000-8000,本科,2021-10-18 10:33
中级JAVA开发工程师,福建医联康护信息技术有限公司,厦门市思明区,10000-15000,大专,2021-10-14 09:29
Java高级开发工程师,厦门融达信数据技术有限公司,厦门市集美区,8000-10000,,2021-10-12 15:17
JAVA开发工程师,厦门海晟融创信息技术有限公司,厦门市思明区,8000-16000,本科,2021-10-12 14:16
中级Java语言软件开发工程师,西安得安信息技术有限公司,厦门市思明区,9000-14000,本科,2021-10-12 11:25
java高级工程师,厦门鹭棱科技有限公司,厦门市,8000-15000,,2021-10-11 15:54
JAVA软件开发,福建安井食品股份有限公司,厦门市海沧区,8000-12000,大专,2021-10-11 15:02
java开发工程师,厦门市和家健脑智能科技有限公司,福州市、厦门市,8000-13000,本科,2021-10-11 11:48
JAVA开发工程师（2022届）,奥佳华智能健康科技集团股份有限公司,厦门市集美区,,本科,2021-10-11 09:40
JAVA开发工程师,奥佳华智能健康科技集团股份有限公司,厦门市,9000-12000,本科,2021-10-11 09:40
JAVA工程师,益华（厦门）房地产开发有限公司,厦门市思明区,11000-22000,本科,2021-10-09 16:08
Java工程师,厦门鲸牌互连科技有限责任公司,福建省、厦门市,13000-23000,本科,2021-10-09 11:04
JAVA开发实习生 [实习],厦门泛卓信息科技有限公司,厦门市思明区,2000,无,2021-10-09 09:58
中级JAVA开发工程师,厦门泛卓信息科技有限公司,厦门市思明区,12000-15000,本科,2021-10-09 09:58
JAVA开发工程师,厦门太昊信息科技有限公司,厦门市、厦门市集美区,,大专,2021-10-09 09:21
.Java开发工程师,厦门精图信息技术有限公司,厦门市思明区,,本科,2021-10-09 08:42
